,userId,mood,recommendations,feedbacks,number of recs
331,331,Joy,"['True Romance (1993)', '13th Warrior, The (1999)', 'Pitch Perfect 2 (2015)', 'Jack (1996)', 'Van Helsing (2004)', 'Star Wars: Episode I - The Phantom Menace (1999)', 'Flight (2012)', 'Midnight in Paris (2011)', 'Secret Garden, The (1993)', 'Bolt (2008)', 'Dragonheart (1996)', 'Moana (2016)', 'I Love You, Man (2009)', 'Mary and Max (2009)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",14
332,332,Disgust,"['Great Expectations (1998)', 'Bridget Jones: The Edge of Reason (2004)', 'Caddyshack (1980)']","['Dislike', 'Like', 'Perfect']",3
333,333,Joy,['Blow (2001)'],['Perfect'],1
334,334,Anger,"['Modern Times (1936)', 'Dirty Dozen, The (1967)']","['Like', 'Perfect']",2
335,335,Joy,['Creature Comforts (1989)'],['Perfect'],1
336,336,Joy,['Star Wars: Episode VI - Return of the Jedi (1983)'],['Perfect'],1
337,337,Disgust,"['Divergent (2014)', 'Bulletproof Monk (2003)', 'Sherlock Holmes: A Game of Shadows (2011)']","['Like', 'Dislike', 'Perfect']",3
338,338,Sadness,"['Cloverfield (2008)', 'Barbarella (1968)', 'Fantasia 2000 (1999)']","['Like', 'Like', 'Perfect']",3
339,339,Joy,['Pink Floyd: The Wall (1982)'],['Perfect'],1
340,340,Anger,"['Marie Antoinette (2006)', 'Matilda (1996)', 'Beavis and Butt-Head Do America (1996)', 'Serpico (1973)']","['Like', 'Like', 'Dislike', 'Perfect']",4
341,341,Joy,"['Bourne Identity, The (1988)', 'Zero Dark Thirty (2012)']","['Like', 'Perfect']",2
342,342,Anger,"['Natural, The (1984)', 'Sleepless in Seattle (1993)', ""King's Speech, The (2010)""]","['Like', 'Like', 'Perfect']",3
343,343,Anger,"['Opposite of Sex, The (1998)', '1408 (2007)', 'Crying Game, The (1992)', 'Tao of Steve, The (2000)', 'Ratatouille (2007)']","['Like', 'Like', 'Like', 'Like', 'Perfect']",5
344,344,Sadness,"['Hard Target (1993)', 'Shanghai Noon (2000)', 'Bad Santa (2003)', 'Substitute, The (1996)', 'Meet Me in St. Louis (1944)']","['Like', 'Like', 'Like', 'Like', 'Perfect']",5
345,345,Fear,"['Beach, The (2000)', 'Tank Girl (1995)', 'Das Experiment (Experiment, The) (2001)']","['Like', 'Like', 'Perfect']",3
346,346,Anger,['Office Space (1999)'],['Perfect'],1
347,347,Joy,"['History of the World: Part I (1981)', 'Scary Movie (2000)', 'Free Willy (1993)', ""Ocean's Eleven (2001)""]","['Like', 'Dislike', 'Dislike', 'Perfect']",4
348,348,Anger,"['Grindhouse (2007)', 'Almost Famous (2000)']","['Like', 'Perfect']",2
349,349,Disgust,"['Team America: World Police (2004)', 'Batman & Robin (1997)', 'Gone in 60 Seconds (2000)', 'Copycat (1995)', 'Erin Brockovich (2000)', 'What Women Want (2000)', 'Hoosiers (a.k.a. Best Shot) (1986)', 'I, Robot (2004)', ""Ocean's Thirteen (2007)"", 'Blues Brothers, The (1980)']","['Like', 'Dislike', 'Like', 'Dislike', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Perfect']",10
350,350,Fear,"['Rocky Horror Picture Show, The (1975)', 'EuroTrip (2004)', 'Living in Oblivion (1995)']","['Like', 'Like', 'Perfect']",3
351,351,Fear,"['Nutty Professor II: The Klumps (2000)', 'Chain Reaction (1996)', 'Equalizer, The (2014)', 'Red Dragon (2002)', 'Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)']","['Dislike', 'Like', 'Like', 'Like', 'Perfect']",5
352,352,Anger,"[""All the President's Men (1976)""]",['Perfect'],1
353,353,Anger,['Talk to Her (Hable con Ella) (2002)'],['Perfect'],1
354,354,Sadness,"['Mothman Prophecies, The (2002)', 'Good Will Hunting (1997)']","['Like', 'Perfect']",2
355,355,Anger,['Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)'],['Perfect'],1
356,356,Anger,"['Son in Law (1993)', 'Pretty in Pink (1986)', 'Joe Dirt (2001)', '21 (2008)', 'Help, The (2011)']","['Like', 'Like', 'Dislike', 'Like', 'Perfect']",5
357,357,Sadness,['High Noon (1952)'],['Perfect'],1
358,358,Fear,"[""Buffalo '66 (a.k.a. Buffalo 66) (1998)"", 'Clerks (1994)']","['Like', 'Perfect']",2
359,359,Sadness,"['Father of the Bride Part II (1995)', 'Her (2013)']","['Dislike', 'Perfect']",2
360,360,Disgust,"['Shaolin Soccer (Siu lam juk kau) (2001)', 'Point Break (1991)', 'Muppets From Space (1999)', 'Twins (1988)', 'X-Men: The Last Stand (2006)', 'Forget Paris (1995)', 'Son in Law (1993)', 'Stuart Little (1999)', 'The Man from U.N.C.L.E. (2015)', 'Road to Perdition (2002)', 'Brüno (Bruno) (2009)', 'Crash (1996)', ""Wayne's World (1992)"", 'Take the Money and Run (1969)', 'Hangover Part II, The (2011)', 'In Time (2011)', 'Burn After Reading (2008)']","['Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Perfect']",17
361,361,Fear,"['City of Lost Children, The (Cité des enfants perdus, La) (1995)']",['Perfect'],1
362,362,Disgust,['Irreversible (Irréversible) (2002)'],['Perfect'],1
363,363,Joy,"['Ghost (1990)', 'Ninja Scroll (Jûbei ninpûchô) (1995)']","['Like', 'Perfect']",2
364,364,Disgust,"['Jurassic Park (1993)', 'Exit to Eden (1994)', 'Paper, The (1994)', 'Lock, Stock & Two Smoking Barrels (1998)']","['Like', 'Dislike', 'Like', 'Perfect']",4
365,365,Joy,"['Hercules (1997)', 'Number 23, The (2007)', 'Amistad (1997)', 'Casino Royale (2006)']","['Like', 'Dislike', 'Like', 'Perfect']",4
366,366,Joy,"['Money Train (1995)', 'Bedtime Stories (2008)', 'Conspiracy Theory (1997)', 'Black Hawk Down (2001)', 'Hoop Dreams (1994)']","['Dislike', 'Like', 'Dislike', 'Like', 'Perfect']",5
367,367,Joy,"['Team America: World Police (2004)', 'Rescuers, The (1977)', 'Mulholland Drive (2001)']","['Like', 'Like', 'Perfect']",3
368,368,Fear,"['Striptease (1996)', 'Heat (1995)']","['Dislike', 'Perfect']",2
369,369,Anger,['Batman Begins (2005)'],['Perfect'],1
370,370,Joy,"['Insider, The (1999)']",['Perfect'],1
371,371,Sadness,"['Man of Steel (2013)', 'Face/Off (1997)', 'Wedding Planner, The (2001)', 'Rebel Without a Cause (1955)']","['Like', 'Like', 'Dislike', 'Perfect']",4
372,372,Anger,['Megamind (2010)'],['Perfect'],1
373,373,Fear,['South Pacific (1958)'],['Perfect'],1
374,374,Anger,"['Coming to America (1988)', 'Kung Pow: Enter the Fist (2002)', 'Irreversible (Irréversible) (2002)']","['Like', 'Like', 'Perfect']",3
375,375,Disgust,"['Net, The (1995)', ""Don't Tell Mom the Babysitter's Dead (1991)"", 'City of Lost Children, The (Cité des enfants perdus, La) (1995)']","['Dislike', 'Dislike', 'Perfect']",3
376,376,Anger,"['Splash (1984)', 'Avengers, The (2012)']","['Like', 'Perfect']",2
377,377,Sadness,['Baby Driver (2017)'],['Perfect'],1
378,378,Joy,"['101 Dalmatians (1996)', 'Predator (1987)']","['Like', 'Perfect']",2
379,379,Sadness,"['Cabin in the Woods, The (2012)']",['Perfect'],1
380,380,Sadness,"['Mulan (1998)', 'Planet of the Apes (2001)', 'Waking Ned Devine (a.k.a. Waking Ned) (1998)', 'Wedding Singer, The (1998)', 'Phenomenon (1996)', '39 Steps, The (1935)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",6
381,381,Joy,"[""Child's Play (1988)"", 'South Pacific (1958)']","['Dislike', 'Perfect']",2
382,382,Anger,['Witness for the Prosecution (1957)'],['Perfect'],1
383,383,Disgust,"['Lady in the Water (2006)', 'Sicko (2007)']","['Dislike', 'Perfect']",2
384,384,Fear,"['Edge, The (1997)', 'Animal House (1978)']","['Dislike', 'Perfect']",2
385,385,Anger,"[""City Slickers II: The Legend of Curly's Gold (1994)"", '48 Hrs. (1982)', 'Sword in the Stone, The (1963)', 'Ghost World (2001)', 'American Pie 2 (2001)', 'In the Name of the Father (1993)']","['Dislike', 'Like', 'Like', 'Like', 'Like', 'Perfect']",6
386,386,Sadness,['Boogie Nights (1997)'],['Perfect'],1
387,387,Disgust,"['Stop! Or My Mom Will Shoot (1992)', 'Thirteen (2003)', 'Mister Roberts (1955)', '2 Days in the Valley (1996)', 'Insider, The (1999)']","['Dislike', 'Like', 'Like', 'Dislike', 'Perfect']",5
388,388,Sadness,['Back to the Future (1985)'],['Perfect'],1
389,389,Disgust,"[""Mr. Holland's Opus (1995)"", 'Illusionist, The (2006)']","['Like', 'Perfect']",2
390,390,Sadness,"['Princess Diaries, The (2001)', 'Godfather: Part II, The (1974)']","['Like', 'Perfect']",2
391,391,Anger,"['Airplane! (1980)', 'In the Line of Fire (1993)']","['Like', 'Perfect']",2
392,392,Disgust,"[""You've Got Mail (1998)"", 'Sydney (Hard Eight) (1996)', 'Romeo Must Die (2000)', 'The Intern (2015)', 'Waking Ned Devine (a.k.a. Waking Ned) (1998)', 'Dirty Harry (1971)']","['Dislike', 'Like', 'Like', 'Like', 'Like', 'Perfect']",6
393,393,Sadness,"['Piano, The (1993)', 'Erin Brockovich (2000)', 'Moneyball (2011)']","['Like', 'Like', 'Perfect']",3
394,394,Anger,"['Apartment, The (1960)']",['Perfect'],1
395,395,Sadness,"['Little Man Tate (1991)', 'Good Will Hunting (1997)']","['Like', 'Perfect']",2
396,396,Sadness,"['Chain Reaction (1996)', 'Rogue One: A Star Wars Story (2016)', 'Truth About Cats & Dogs, The (1996)', 'Dick Tracy (1990)', 'Moonrise Kingdom (2012)']","['Like', 'Like', 'Like', 'Dislike', 'Perfect']",5
397,397,Fear,['Paprika (Papurika) (2006)'],['Perfect'],1
398,398,Sadness,"['Indiana Jones and the Kingdom of the Crystal Skull (2008)', 'Muppets From Space (1999)', 'Little Big Man (1970)']","['Like', 'Dislike', 'Perfect']",3
399,399,Anger,"['Grindhouse (2007)', 'Grease (1978)', 'Wedding Planner, The (2001)', 'Lord of the Rings: The Return of the King, The (2003)']","['Like', 'Like', 'Dislike', 'Perfect']",4
400,400,Disgust,"['Maverick (1994)', 'My Cousin Vinny (1992)', 'When We Were Kings (1996)']","['Like', 'Like', 'Perfect']",3
401,401,Anger,"['Phantom, The (1996)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)']","['Like', 'Perfect']",2
402,402,Fear,['Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001)'],['Perfect'],1
403,403,Disgust,"['Freaks (1932)', 'Inconvenient Truth, An (2006)', 'Serpico (1973)']","['Like', 'Like', 'Perfect']",3
404,404,Disgust,"['Kid, The (2000)', 'True Lies (1994)', 'Scent of a Woman (1992)']","['Dislike', 'Like', 'Perfect']",3
405,405,Disgust,"['Final Destination 3 (2006)', 'Bridge to Terabithia (2007)', 'Richard III (1995)', 'Gettysburg (1993)', 'Frost/Nixon (2008)']","['Like', 'Dislike', 'Like', 'Like', 'Perfect']",5
406,406,Fear,"['Aladdin (1992)', 'Mr. Smith Goes to Washington (1939)']","['Like', 'Perfect']",2
407,407,Joy,['The Count of Monte Cristo (2002)'],['Perfect'],1
408,408,Fear,"['Troy (2004)', 'Hellbound: Hellraiser II (1988)', 'Universal Soldier (1992)', ""Smokin' Aces (2006)"", 'Seven Psychopaths (2012)', 'Capote (2005)']","['Like', 'Like', 'Dislike', 'Like', 'Like', 'Perfect']",6
409,409,Fear,['Moulin Rouge (2001)'],['Perfect'],1
410,410,Sadness,"['Father of the Bride Part II (1995)', 'Blair Witch Project, The (1999)', 'Speed (1994)', 'Addicted to Love (1997)', 'Next (2007)', 'Say Anything... (1989)']","['Dislike', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",6
411,411,Anger,"['Color of Money, The (1986)', 'Primer (2004)']","['Like', 'Perfect']",2
412,412,Fear,['Dead Alive (Braindead) (1992)'],['Perfect'],1
413,413,Joy,"['Accepted (2006)', 'Wallace & Gromit: The Wrong Trousers (1993)']","['Like', 'Perfect']",2
414,414,Joy,['His Girl Friday (1940)'],['Perfect'],1
415,415,Fear,"[""Monty Python's The Meaning of Life (1983)""]",['Perfect'],1
416,416,Fear,"['Patch Adams (1998)', 'Superman II (1980)', 'Quiz Show (1994)', 'Baby Driver (2017)']","['Like', 'Like', 'Like', 'Perfect']",4
417,417,Anger,"['Four Rooms (1995)', 'Music and Lyrics (2007)', 'Let the Right One In (Låt den rätte komma in) (2008)']","['Like', 'Like', 'Perfect']",3
418,418,Anger,"['Nutty Professor, The (1963)', 'Man on Fire (2004)', 'Crocodile Dundee (1986)', 'Warrior (2011)', 'Blade: Trinity (2004)', 'Out of Sight (1998)']","['Dislike', 'Like', 'Like', 'Like', 'Like', 'Perfect']",6
419,419,Anger,"['The Hunger Games (2012)', 'Bulworth (1998)', 'Wizard of Oz, The (1939)', 'Red Rock West (1992)', 'Deuce Bigalow: Male Gigolo (1999)', 'Chorus, The (Choristes, Les) (2004)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Perfect']",6
420,420,Disgust,"['Last Man Standing (1996)', ""Pirates of the Caribbean: At World's End (2007)"", 'Gothika (2003)', 'Dead Poets Society (1989)']","['Dislike', 'Like', 'Like', 'Perfect']",4
421,421,Disgust,['Milk (2008)'],['Perfect'],1
422,422,Joy,"['Emma (1996)', 'Dumb & Dumber (Dumb and Dumber) (1994)', 'Boondock Saints, The (2000)']","['Like', 'Like', 'Perfect']",3
423,423,Sadness,['Harry Potter and the Chamber of Secrets (2002)'],['Perfect'],1
424,424,Disgust,"['American Tail: Fievel Goes West, An (1991)', 'Awakenings (1990)', 'Hunt for Red October, The (1990)']","['Like', 'Like', 'Perfect']",3
425,425,Sadness,"['Aristocrats, The (2005)', 'Flintstones in Viva Rock Vegas, The (2000)', 'Sydney (Hard Eight) (1996)', 'Lucky Number Slevin (2006)']","['Like', 'Dislike', 'Like', 'Perfect']",4
426,426,Fear,"['Devil Wears Prada, The (2006)']",['Perfect'],1
427,427,Disgust,"['Charlie and the Chocolate Factory (2005)', 'Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)', 'Graduate, The (1967)']","['Like', 'Dislike', 'Perfect']",3
428,428,Anger,"['Vampire in Brooklyn (1995)', 'Spider-Man 3 (2007)', 'Importance of Being Earnest, The (2002)']","['Dislike', 'Like', 'Perfect']",3
429,429,Joy,"['X-Files: Fight the Future, The (1998)', 'Exorcist, The (1973)']","['Like', 'Perfect']",2
430,430,Anger,"['Angels in the Outfield (1994)', ""You Don't Mess with the Zohan (2008)"", 'WarGames (1983)', 'Kalifornia (1993)', 'Legends of the Fall (1994)', 'Naked Gun 33 1/3: The Final Insult (1994)', 'Catch Me If You Can (2002)']","['Dislike', 'Like', 'Like', 'Like', 'Like', 'Like', 'Perfect']",7
431,431,Sadness,"['South Park: Bigger, Longer and Uncut (1999)']",['Perfect'],1
432,432,Sadness,"['Broadcast News (1987)', 'Eragon (2006)', 'Ratatouille (2007)']","['Like', 'Dislike', 'Perfect']",3
433,433,Anger,"['Last Emperor, The (1987)', 'Nutty Professor II: The Klumps (2000)', 'Captain America: The First Avenger (2011)']","['Like', 'Dislike', 'Perfect']",3
434,434,Joy,"['Revenge of the Nerds (1984)', 'Campaign, The (2012)', 'Idle Hands (1999)', 'Pacific Rim (2013)', 'Argo (2012)']","['Dislike', 'Like', 'Dislike', 'Like', 'Perfect']",5
435,435,Anger,"['Runaway Jury (2003)', 'Quick and the Dead, The (1995)', ""Cookie's Fortune (1999)""]","['Like', 'Like', 'Perfect']",3
436,436,Sadness,['Labyrinth (1986)'],['Perfect'],1
437,437,Joy,"['Gremlins 2: The New Batch (1990)', 'Unstrung Heroes (1995)', 'Anchorman: The Legend of Ron Burgundy (2004)']","['Like', 'Dislike', 'Perfect']",3
438,438,Sadness,"[""Astronaut's Wife, The (1999)"", 'Falling Down (1993)', ""Guess Who's Coming to Dinner (1967)""]","['Dislike', 'Like', 'Perfect']",3
439,439,Anger,"['Final Destination (2000)', 'Dog Day Afternoon (1975)']","['Dislike', 'Perfect']",2
440,440,Joy,"[""Wayne's World 2 (1993)"", 'Man with Two Brains, The (1983)', 'Body Heat (1981)']","['Like', 'Dislike', 'Perfect']",3
441,441,Anger,"['Happy Feet (2006)', 'Edward Scissorhands (1990)']","['Dislike', 'Perfect']",2
442,442,Anger,"['King Arthur (2004)', 'Independence Day (a.k.a. ID4) (1996)', 'Frequency (2000)', 'Finding Forrester (2000)']","['Like', 'Like', 'Like', 'Perfect']",4
443,443,Sadness,['Moonrise Kingdom (2012)'],['Perfect'],1
444,444,Anger,"['Philadelphia Story, The (1940)']",['Perfect'],1
445,445,Anger,"[""Nobody's Fool (1994)"", 'Gone Girl (2014)']","['Like', 'Perfect']",2
446,446,Sadness,"['Stepford Wives, The (2004)', 'Heartbreakers (2001)', 'Click (2006)', ""Nobody's Fool (1994)"", 'Corrina, Corrina (1994)', 'Haunted Mansion, The (2003)', 'Heavenly Creatures (1994)']","['Dislike', 'Dislike', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",7
447,447,Fear,"['Taken (2008)', 'Exorcist, The (1973)']","['Like', 'Perfect']",2
448,448,Anger,"['Shallow Hal (2001)', 'Frighteners, The (1996)', 'Tron (1982)', 'Rocky V (1990)', 'Chronicles of Riddick, The (2004)', 'Fisher King, The (1991)']","['Like', 'Like', 'Like', 'Dislike', 'Like', 'Perfect']",6
449,449,Joy,"['Lion King, The (1994)', 'Freddy vs. Jason (2003)', ""Can't Hardly Wait (1998)"", 'Thor (2011)', 'Postman, The (Postino, Il) (1994)']","['Like', 'Dislike', 'Like', 'Like', 'Perfect']",5
450,450,Disgust,['Ray (2004)'],['Perfect'],1
451,451,Fear,['In the Mood For Love (Fa yeung nin wa) (2000)'],['Perfect'],1
452,452,Anger,"['American Wedding (American Pie 3) (2003)', 'Princess Diaries, The (2001)', 'Click (2006)', 'Pretty Woman (1990)', 'Home Alone 2: Lost in New York (1992)', 'Beverly Hills Cop III (1994)', 'In & Out (1997)', 'Bullets Over Broadway (1994)', 'To Wong Foo, Thanks for Everything! Julie Newmar (1995)', 'Great Expectations (1998)', 'Lost in Translation (2003)']","['Like', 'Like', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Perfect']",11
453,453,Sadness,['Wild Tales (2014)'],['Perfect'],1
454,454,Disgust,"['Hellboy (2004)', 'Godfather: Part III, The (1990)', 'Addams Family, The (1991)', 'Black Beauty (1994)', 'Spy Hard (1996)', 'The Man from U.N.C.L.E. (2015)', 'Bringing Up Baby (1938)']","['Like', 'Dislike', 'Like', 'Dislike', 'Dislike', 'Like', 'Perfect']",7
455,455,Joy,"['View to a Kill, A (1985)', 'Clash of the Titans (2010)', 'Persepolis (2007)']","['Like', 'Dislike', 'Perfect']",3
456,456,Disgust,"['Species II (1998)', 'Training Day (2001)', 'Waterboy, The (1998)', 'The Revenant (2015)']","['Dislike', 'Like', 'Like', 'Perfect']",4
457,457,Anger,['Kiss Kiss Bang Bang (2005)'],['Perfect'],1
458,458,Disgust,"[""Smokin' Aces (2006)"", 'Beethoven (1992)', 'Big Lebowski, The (1998)']","['Like', 'Dislike', 'Perfect']",3
459,459,Disgust,"['Score, The (2001)', '21 Grams (2003)', 'Girl with a Pearl Earring (2003)', '25th Hour (2002)']","['Like', 'Like', 'Like', 'Perfect']",4
460,460,Fear,['Mad Max: Fury Road (2015)'],['Perfect'],1
461,461,Anger,"['Watership Down (1978)', ""She's Out of My League (2010)"", 'Seven Samurai (Shichinin no samurai) (1954)']","['Like', 'Like', 'Perfect']",3
462,462,Sadness,"['Room with a View, A (1986)', 'Mississippi Burning (1988)', 'Lord of the Rings, The (1978)', 'Malcolm X (1992)']","['Like', 'Like', 'Dislike', 'Perfect']",4
463,463,Joy,"[""Hitchhiker's Guide to the Galaxy, The (2005)"", 'Legally Blonde (2001)', 'Elektra (2005)', 'Dreamers, The (2003)']","['Like', 'Like', 'Dislike', 'Perfect']",4
464,464,Fear,"['Rocky II (1979)', 'Mexican, The (2001)', 'Transformers: Dark of the Moon (2011)', 'Love Bug, The (1969)', 'Fletch (1985)', 'Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)']","['Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Perfect']",6
465,465,Joy,"['Red Dragon (2002)', 'Kung Pow: Enter the Fist (2002)', 'Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)']","['Like', 'Like', 'Perfect']",3
466,466,Anger,"[""'burbs, The (1989)"", 'Contact (1997)', 'Hollow Man (2000)', 'Bourne Identity, The (2002)']","['Dislike', 'Like', 'Dislike', 'Perfect']",4
467,467,Joy,"['Shawshank Redemption, The (1994)']",['Perfect'],1
468,468,Sadness,"['Vampire in Brooklyn (1995)', 'Sky Captain and the World of Tomorrow (2004)', 'Mulan (1998)', 'Sin City (2005)']","['Dislike', 'Like', 'Like', 'Perfect']",4
469,469,Anger,"['Splash (1984)', 'Magnificent Seven, The (1960)', 'Time to Kill, A (1996)', 'Machete (2010)', 'Saving Private Ryan (1998)']","['Like', 'Like', 'Like', 'Dislike', 'Perfect']",5
470,470,Sadness,['Cool Hand Luke (1967)'],['Perfect'],1
471,471,Fear,['Little Women (1994)'],['Perfect'],1
472,472,Fear,"['Twister (1996)', ""Don't Tell Mom the Babysitter's Dead (1991)"", 'Men in Black III (M.III.B.) (M.I.B.³) (2012)', 'Wizard of Oz, The (1939)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)']","['Like', 'Dislike', 'Dislike', 'Like', 'Perfect']",5
473,473,Fear,"['Apt Pupil (1998)', 'Striptease (1996)', 'Duck Soup (1933)']","['Like', 'Dislike', 'Perfect']",3
474,474,Anger,"[""Monty Python's Life of Brian (1979)""]",['Perfect'],1
475,475,Disgust,"['Black Swan (2010)', 'Desperately Seeking Susan (1985)', 'Higher Learning (1995)', 'Kalifornia (1993)', 'River Runs Through It, A (1992)', 'Jumper (2008)', 'Popeye (1980)', 'Alive (1993)', 'Star Trek IV: The Voyage Home (1986)', 'Dial M for Murder (1954)']","['Like', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Perfect']",10
476,476,Anger,"['African Queen, The (1951)']",['Perfect'],1
477,477,Sadness,['Caddyshack (1980)'],['Perfect'],1
478,478,Disgust,"['Faculty, The (1998)', '8 1/2 (8½) (1963)']","['Dislike', 'Perfect']",2
479,479,Sadness,"['Ref, The (1994)', 'Fast & Furious (Fast and the Furious 4, The) (2009)', 'Goodfellas (1990)']","['Like', 'Like', 'Perfect']",3
480,480,Joy,"['Ever After: A Cinderella Story (1998)', 'Long Kiss Goodnight, The (1996)', 'Rebel Without a Cause (1955)']","['Like', 'Like', 'Perfect']",3
481,481,Fear,"['Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)']",['Perfect'],1
482,482,Joy,"['Legend of Drunken Master, The (Jui kuen II) (1994)']",['Perfect'],1
483,483,Fear,"['Memoirs of a Geisha (2005)', 'Open Range (2003)']","['Like', 'Perfect']",2
484,484,Disgust,"['Encino Man (1992)', 'Great Muppet Caper, The (1981)', 'Superbad (2007)', ""Boys Don't Cry (1999)"", 'Eragon (2006)', 'Warm Bodies (2013)', ""'burbs, The (1989)"", 'Batman Begins (2005)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Dislike', 'Perfect']",8
485,485,Fear,"['Ice Storm, The (1997)']",['Perfect'],1
486,486,Joy,['Hamlet (1996)'],['Perfect'],1
487,487,Fear,"['How to Lose a Guy in 10 Days (2003)', 'Flirting With Disaster (1996)', 'Vampire in Brooklyn (1995)', 'Howards End (1992)']","['Like', 'Like', 'Dislike', 'Perfect']",4
488,488,Sadness,['Apollo 13 (1995)'],['Perfect'],1
489,489,Joy,"['Ice Age 2: The Meltdown (2006)', ""You Don't Mess with the Zohan (2008)"", 'Godfather: Part III, The (1990)', 'Twister (1996)', 'Junior (1994)', 'Big Short, The (2015)', 'Majestic, The (2001)', 'Snake Eyes (1998)', 'Producers, The (2005)', 'Encino Man (1992)', '21 Jump Street (2012)']","['Dislike', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Like', 'Like', 'Like', 'Dislike', 'Perfect']",11
490,490,Anger,"['Man Who Knew Too Much, The (1956)', 'Despicable Me 2 (2013)', 'Old Boy (2003)']","['Like', 'Like', 'Perfect']",3
491,491,Anger,"[""Ocean's Eleven (2001)""]",['Perfect'],1
492,492,Disgust,"['Full Monty, The (1997)', 'Apollo 13 (1995)']","['Like', 'Perfect']",2
493,493,Sadness,"[""Kid in King Arthur's Court, A (1995)"", 'I, Robot (2004)', 'Watch, The (2012)', 'Celebration, The (Festen) (1998)']","['Dislike', 'Like', 'Dislike', 'Perfect']",4
494,494,Sadness,"['Father of the Bride Part II (1995)', 'In the Mood For Love (Fa yeung nin wa) (2000)']","['Dislike', 'Perfect']",2
495,495,Disgust,['Out of Sight (1998)'],['Perfect'],1
496,496,Sadness,"['WarGames (1983)', 'Whole Nine Yards, The (2000)', 'Heavy Metal (1981)', 'Monster (2003)', 'Happiness (1998)']","['Like', 'Like', 'Like', 'Like', 'Perfect']",5
497,497,Sadness,"['Miami Vice (2006)', 'Beauty and the Beast (1991)']","['Dislike', 'Perfect']",2
498,498,Joy,"['Supergirl (1984)', 'Good Night, and Good Luck. (2005)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
499,499,Fear,"['Great Dictator, The (1940)']",['Perfect'],1
500,500,Fear,"['Phantasm (1979)', 'Casablanca (1942)']","['Like', 'Perfect']",2
501,501,Fear,"['Patch Adams (1998)', 'Crimson Tide (1995)', ""She's All That (1999)"", 'Hotel Rwanda (2004)', 'Murder in the First (1995)']","['Like', 'Like', 'Like', 'Like', 'Perfect']",5
502,502,Sadness,"['Dangerous Minds (1995)', 'Pirates of the Caribbean: On Stranger Tides (2011)', 'Battle Royale (Batoru rowaiaru) (2000)']","['Like', 'Like', 'Perfect']",3
503,503,Anger,"['Last Man Standing (1996)', 'Whiplash (2014)']","['Dislike', 'Perfect']",2
504,504,Anger,"[""Jacob's Ladder (1990)""]",['Perfect'],1
505,505,Disgust,"['Six Degrees of Separation (1993)', 'Deadpool (2016)']","['Like', 'Perfect']",2
506,506,Joy,"['Firestarter (1984)', 'Zoolander (2001)', 'The Scorpion King (2002)', ""Madagascar 3: Europe's Most Wanted (2012)"", 'Another Stakeout (1993)', 'Battlefield Earth (2000)', 'Illusionist, The (2006)']","['Like', 'Like', 'Dislike', 'Like', 'Like', 'Dislike', 'Perfect']",7
507,507,Sadness,['From Here to Eternity (1953)'],['Perfect'],1
508,508,Fear,"['Back to the Future Part III (1990)', 'Boiler Room (2000)', 'Drop Zone (1994)', 'Coco (2017)', 'Nine to Five (a.k.a. 9 to 5) (1980)', 'Rat Race (2001)', 'Hurricane, The (1999)', 'Passion of the Christ, The (2004)', ""Rosemary's Baby (1968)""]","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Like', 'Like', 'Like', 'Perfect']",9
509,509,Anger,"['Arachnophobia (1990)', 'Tombstone (1993)', 'Fracture (2007)']","['Like', 'Like', 'Perfect']",3
510,510,Fear,['Finding Forrester (2000)'],['Perfect'],1
511,511,Fear,"['Hercules (1997)', 'First Knight (1995)', 'Ratatouille (2007)']","['Like', 'Like', 'Perfect']",3
