,userId,mood,recommendations,feedbacks,number of recs
210,210,Fear,"['Resident Evil: Apocalypse (2004)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Like', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
211,211,Disgust,"['Fled (1996)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
212,212,Anger,"['New Police Story (Xin jing cha gu shi) (2004)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
213,213,Sadness,"['Shawshank Redemption, The (1994)']",['Perfect'],1
214,214,Sadness,"['Abyss, The (1989)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
215,215,Disgust,"['Hard Ticket to Hawaii (1987)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
216,216,Fear,"['The 5th Wave (2016)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Dislike', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
217,217,Sadness,['Mad Max: Fury Road (2015)'],['Perfect'],1
218,218,Fear,"['Body Snatchers (1993)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Dislike', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
219,219,Disgust,"['Killer Elite (2011)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
220,220,Joy,"['Jersey Girl (2004)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
221,221,Anger,"['Man on a Ledge (2012)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
222,222,Disgust,"['History of Violence, A (2005)', 'Above the Law (1988)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",10
223,223,Disgust,"['Bullet to the Head (2012)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",8
224,224,Joy,"['Ant Bully, The (2006)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Perfect']",2
225,225,Sadness,['Misery (1990)'],['Perfect'],1
226,226,Joy,"['Wedding Banquet, The (Xi yan) (1993)']",['Perfect'],1
227,227,Disgust,"['Hot Shots! Part Deux (1993)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
228,228,Sadness,"['To Have and Have Not (1944)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
229,229,Joy,"['Pink Panther, The (2006)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
230,230,Joy,"['Big Top Pee-Wee (1988)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Dislike', 'Like', 'Perfect']",3
231,231,Disgust,['Eastern Promises (2007)'],['Perfect'],1
232,232,Sadness,"['Broken Arrow (1950)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
233,233,Joy,['About a Boy (2002)'],['Perfect'],1
234,234,Anger,"['Snow White and the Huntsman (2012)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
235,235,Joy,"[""Dr. Seuss' The Lorax (2012)"", 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
236,236,Sadness,['High Noon (1952)'],['Perfect'],1
237,237,Sadness,"['Running With Scissors (2006)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
238,238,Sadness,"['Last House on the Left, The (1972)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
239,239,Joy,['Zootopia (2016)'],['Perfect'],1
240,240,Fear,['Aelita: The Queen of Mars (Aelita) (1924)'],['Perfect'],1
241,241,Anger,['Kizumonogatari Part 1: Tekketsu (2016)'],['Perfect'],1
242,242,Sadness,"['Illusionist, The (2006)']",['Perfect'],1
243,243,Fear,"['Batman v Superman: Dawn of Justice (2016)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Dislike', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
244,244,Disgust,"['Quick and the Dead, The (1995)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
245,245,Disgust,['Branded to Kill (Koroshi no rakuin) (1967)'],['Perfect'],1
246,246,Sadness,"['Predators (2010)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
247,247,Fear,"['Fantastic Four: Rise of the Silver Surfer (2007)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Like', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
248,248,Disgust,['Sin City (2005)'],['Perfect'],1
249,249,Disgust,"['White Heat (1949)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",8
250,250,Sadness,"['Ride the High Country (1962)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
251,251,Disgust,"['Bloodsport: The Dark Kumite (1999)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
252,252,Joy,"['Last Airbender, The (2010)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Dislike', 'Like', 'Perfect']",3
253,253,Joy,"['Crocodile Dundee (1986)', 'Bird People in China, The (Chûgoku no chôjin) (1998)']","['Like', 'Perfect']",2
254,254,Anger,"[""Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991)""]",['Perfect'],1
255,255,Sadness,"['Body (2015)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
256,256,Anger,['Max Manus (2008)'],['Perfect'],1
257,257,Sadness,"['At Close Range (1986)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
258,258,Joy,"['Midnight Chronicles (2009)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Dislike', 'Like', 'Perfect']",3
259,259,Fear,"['Rocky Horror Picture Show, The (1975)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Like', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
260,260,Anger,"['Band of Brothers (2001)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
261,261,Disgust,"['French Connection II (1975)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",8
262,262,Fear,['Zombieland (2009)'],['Perfect'],1
263,263,Joy,['School of Rock (2003)'],['Perfect'],1
264,264,Joy,['Love Exposure (Ai No Mukidashi) (2008)'],['Perfect'],1
265,265,Fear,"['Tremors (1990)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Like', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
266,266,Fear,['Prince of Darkness (1987)'],['Perfect'],1
267,267,Disgust,['Heat (1995)'],['Perfect'],1
268,268,Anger,"['Transformers: Dark of the Moon (2011)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
269,269,Anger,"['Outlander (2008)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
270,270,Joy,"['Those Magnificent Men in Their Flying Machines (1965)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Dislike', 'Like', 'Perfect']",3
271,271,Sadness,"['Inglorious Bastards (Quel maledetto treno blindato) (1978)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
272,272,Anger,"['Man Apart, A (2003)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",8
273,273,Anger,"['Ant-Man (2015)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
274,274,Anger,"['The Commuter (2018)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
275,275,Disgust,['All-Star Superman (2011)'],['Perfect'],1
276,276,Sadness,"['Doom (2005)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
277,277,Fear,"[""Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)""]",['Perfect'],1
278,278,Sadness,['Europa (Zentropa) (1991)'],['Perfect'],1
279,279,Anger,['Untitled Spider-Man Reboot (2017)'],['Perfect'],1
280,280,Fear,"[""It's Such a Beautiful Day (2012)""]",['Perfect'],1
281,281,Sadness,"['Pride (2007)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
282,282,Disgust,"['Naked Gun 33 1/3: The Final Insult (1994)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
283,283,Anger,"['Plastic (2014)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
284,284,Disgust,"['Hollywood Homicide (2003)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",8
285,285,Joy,"['Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Dislike', 'Like', 'Perfect']",3
286,286,Fear,"['Amazing Spider-Man, The (2012)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Like', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
287,287,Sadness,"['Kite (2014)', 'Get the Gringo (2012)']","['Dislike', 'Perfect']",2
288,288,Fear,"['Ghost in the Shell Arise - Border 1: Ghost Pain (2013)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Dislike', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
289,289,Fear,['Moon (2009)'],['Perfect'],1
290,290,Fear,"['Death Note (2017)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Dislike', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
291,291,Joy,"['Shall We Dance? (2004)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
292,292,Anger,"['Operation Dumbo Drop (1995)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
293,293,Fear,"['Babadook, The (2014)']",['Perfect'],1
294,294,Sadness,"['Bushwhacked (1995)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Dislike', 'Like', 'Perfect']",3
295,295,Anger,"['Informant!, The (2009)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
296,296,Joy,"['Explorers (1985)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
297,297,Fear,"[""I'll Follow You Down (2013)"", 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Dislike', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
298,298,Disgust,"['Ready Player One', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
299,299,Joy,['Beauty and the Beast: The Enchanted Christmas (1997)'],['Perfect'],1
300,300,Sadness,"[""Pan's Labyrinth (Laberinto del fauno, El) (2006)""]",['Perfect'],1
301,301,Joy,"['Kung Fury (2015)', 'Bird People in China, The (Chûgoku no chôjin) (1998)']","['Like', 'Perfect']",2
302,302,Sadness,"['Three Burials of Melquiades Estrada, The (2006)']",['Perfect'],1
303,303,Joy,"['Back-up Plan, The (2010)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Dislike', 'Like', 'Perfect']",3
304,304,Joy,['Jack-Jack Attack (2005)'],['Perfect'],1
305,305,Joy,"['Pride and Prejudice (1940)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
306,306,Disgust,['Butch Cassidy and the Sundance Kid (1969)'],['Perfect'],1
307,307,Disgust,"['Naked Gun 33 1/3: The Final Insult (1994)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
308,308,Joy,"[""Gregory's Girl (1981)"", 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Dislike', 'Like', 'Perfect']",3
309,309,Anger,"['Serenity (2005)', 'Above the Law (1988)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",10
310,310,Sadness,"['Little Big Soldier (Da bing xiao jiang) (2010)', 'Cradle 2 the Grave (2003)', 'Get the Gringo (2012)']","['Like', 'Like', 'Perfect']",3
311,311,Anger,"['Young Guns II (1990)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
312,312,Anger,"['Jarhead (2005)', 'Above the Law (1988)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",10
313,313,Joy,"['First Daughter (2004)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
314,314,Disgust,"['Warcraft (2016)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
315,315,Joy,"['Confessions of a Dangerous Mind (2002)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
316,316,Anger,"['Swelter (2014)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
317,317,Disgust,"['Mechanic, The (2011)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Like', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
318,318,Joy,"['Flushed Away (2006)', 'Nanny McPhee (2005)', 'Seven Brides for Seven Brothers (1954)']","['Like', 'Like', 'Perfect']",3
319,319,Disgust,"['The Gambler (2014)', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
320,320,Sadness,['C.R.A.Z.Y. (2005)'],['Perfect'],1
321,321,Joy,"['Cat Returns, The (Neko no ongaeshi) (2002)']",['Perfect'],1
322,322,Fear,"['Men in Black III (M.III.B.) (M.I.B.³) (2012)', 'Frankenstein Must Be Destroyed (1969)', ""Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"", 'Humanoids from the Deep (1980)', 'Tremors 3: Back to Perfection (2001)', 'Tremors II: Aftershocks (1996)', 'Resident Evil (2002)', 'Hidden, The (1987)', '28 Weeks Later (2007)', 'Carnosaur 3: Primal Species (1996)', 'Sharknado 3: Oh Hell No! (2015)', 'I Am Legend (2007)']","['Dislike', 'Like', 'Dislike', 'Dislike', 'Dislike', 'Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Perfect']",12
323,323,Fear,['Escape from Planet Earth (2013)'],['Perfect'],1
324,324,Disgust,"['Justice League: The New Frontier (2008) ', 'Colors (1988)', 'Dead Pool, The (1988)', 'Black Rain (1989)', 'K-9 (1989)', 'Next of Kin (1989)', 'Brother (2000)', 'Tango & Cash (1989)', 'Harder They Come, The (1973)']","['Dislike', 'Like', 'Like', 'Like', 'Dislike', 'Dislike', 'Like', 'Dislike', 'Perfect']",9
